question_id,knowledge_point,reviewer_code,answer_correct,prompt_unambiguous,accepted_answers_complete,scaffold_safe,visual_correct,age_appropriate,status,notes
G2V2-U3-KP01-V05,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U3-KP01-V06,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U3-KP01-V07,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U3-KP01-V08,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U3-KP01-V09,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U3-KP01-V10,轴对称、平移和旋转,,,,,,,,pending,
G2V2-U5-KP01-T,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V01,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V02,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V03,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V04,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V05,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V06,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V07,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V08,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V09,混合运算顺序,,,,,,,,pending,
G2V2-U5-KP01-V10,混合运算顺序,,,,,,,,pending,
G2V2-U6-KP01-T,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V01,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V02,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V03,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V04,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V05,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V06,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V07,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V08,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V09,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP01-V10,有余数除法与竖式,,,,,,,,pending,
G2V2-U6-KP02-T,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V01,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V02,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V03,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V04,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V05,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V06,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V07,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V08,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V09,进一法和去尾法,,,,,,,,pending,
G2V2-U6-KP02-V10,进一法和去尾法,,,,,,,,pending,
G2V2-U7-KP01-T,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V01,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V02,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V03,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V04,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V05,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V06,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V07,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V08,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V09,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP01-V10,万以内数的组成与读写,,,,,,,,pending,
G2V2-U7-KP02-T,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V01,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V02,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V03,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V04,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V05,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V06,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V07,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V08,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V09,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U7-KP02-V10,万以内数的大小比较与口算,,,,,,,,pending,
G2V2-U8-KP01-T,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V01,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V02,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V03,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V04,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V05,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V06,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V07,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V08,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V09,克、千克与质量估测,,,,,,,,pending,
G2V2-U8-KP01-V10,克、千克与质量估测,,,,,,,,pending,
G2V2-U9-KP01-T,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V01,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V02,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V03,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V04,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V05,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V06,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V07,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V08,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V09,简单排除法推理,,,,,,,,pending,
G2V2-U9-KP01-V10,简单排除法推理,,,,,,,,pending,
